id,x,y,class,text,Rock,Metal,Pop,Disco,HipHop,Classical,Jazz,Blues,Reggae,Country
832,23.140963,-37.210777,Classical,Male voice in an unknown foreign language. A soft melancholic music with male vocals is present in the background which is very less audible.,0,0,0,0,0,1,0,0,0,0
833,23.180582,-37.246864,Blues,There are several speakers speaking and there is background noise.,0,0,0,0,0,0,0,1,0,0
834,22.761442,-36.96622,HipHop,A speaker speaking in a foreign language and there is background noise.,0,0,0,0,1,0,0,0,0,0
835,-5.9031396,21.901024,Disco,"The music feels very groovy and energetic. Two lead vocals played simultaneously with drum ,bass and synth accompanying them.",0,0,0,1,0,0,0,0,0,0
836,40.159126,22.814425,HipHop,"Hip-hop music with lead male rap vocals in a foreign language with cool synth tones, punchy drums, and bass grooves is adding a dope flavor to the track.",0,0,0,0,1,0,0,0,0,0
837,-27.443817,-3.4815977,Country,"A ballad rock music with a lead female vocal in a foreign language, punchy bass, and drums are locked together with a slightly distorted rhythm guitar creating a cheerful mood.",0,0,0,0,0,0,0,0,0,1
838,-29.91884,-7.4357505,Pop,"90's Rock music with female vocals, bass, and drums with crunchy electric guitar. The song has a very cool vibe to it.",0,0,1,0,0,0,0,0,0,0
839,12.4851465,-17.945074,Disco,"Electronic dance music with layered synth, programmed electronic drums, and bass. The music is energetic and makes you wanna dance.",0,0,0,1,0,0,0,0,0,0
840,-34.29745,-31.594244,Rock,"Grunge rock rebel kind of music like Greenday. A male vocal with distorted guitars, bass and drums.",1,0,0,0,0,0,0,0,0,0
841,-24.83683,-14.579415,Reggae,Soft singer songwriter kind of melancholic music with male vocals and a plucked string instrument . The music express a longing  with certain effects like sound of cloud played in the background.,0,0,0,0,0,0,0,0,1,0
842,49.28352,-22.312773,HipHop,Very trippy music with multiple male vocals and drums entering in the end. Music is very hallucinating by nature.,0,0,0,0,1,0,0,0,0,0
843,51.036827,11.095851,Reggae,"This is Hip-hop music that has a male lead vocal, guitar, bass, and drums. The music discovers the art of freestyling into a unique “flow state” that triggers our thoughts.",0,0,0,0,0,0,0,0,1,0
844,-32.811726,-9.93888,Country,Very soothing Denver-ish kind of male vocal with a country feel. The mood depicts longing.,0,0,0,0,0,0,0,0,0,1
845,8.643648,11.180906,Disco,"Electronic dance music with female vocals in a foreign language, cool synth tones and groovy drums and bass. The upbeat rhythm has a lot of energy.",0,0,0,1,0,0,0,0,0,0
846,37.669144,31.026789,Reggae,"Hip-hop music with lead male rap vocals in a foreign language and electronic drums, claps, and bass and backing vocals. This uplifts the mood while partying.",0,0,0,0,0,0,0,0,1,0
847,0.5796921,10.083328,Disco,"Dance music with a catchy hook . Lead male vocals , drums, bass, synth is lifting the mood of the track and the additional vocal harmony layers are adding energy to it.",0,0,0,1,0,0,0,0,0,0
848,-6.5304866,-11.792037,Pop,Soothing melancholic sad music ideal for bad moods. The Male vocals has a pathos and harmonies is adding a different taste to it.,0,0,1,0,0,0,0,0,0,0
849,39.77647,4.8251343,Pop,"Rap male vocals with synth tone, bass and drums as the instrumentation.  Claps and background vocals are also present in the track which adds a chill vibe to it.",0,0,1,0,0,0,0,0,0,0
850,4.0149417,17.280973,Disco,"Electronic music with female vocal lead. The vocals are very dreamy ,synth, bass and drums are played in the background.",0,0,0,1,0,0,0,0,0,0
851,52.648106,-11.900292,HipHop,"Hip hop music with chill drums beat, subby bass and lead male vocals which is accompanied by background vocals.",0,0,0,0,1,0,0,0,0,0
852,38.152767,-1.8986497,HipHop,"Hip-hop music with lead male vocals in a foreign language, backing vocals, electronic bass, and drums locking together. Has a very unique uplifting energy.",0,0,0,0,1,0,0,0,0,0
853,0.03161965,-3.445378,Pop,"High pitched female vocals with drums,bass, synth and other background vocals. It feels like very peppy.",0,0,1,0,0,0,0,0,0,0
854,43.909843,-13.904123,Reggae,A very Funky RHCP kind of music with distinctive rap  male vocals. Ideal music for jiving and dancing freestyle.,0,0,0,0,0,0,0,0,1,0
855,1.7748194,34.474133,Reggae,Folk music with various instruments is being played and many vocals singing together and creating a perfectly bright and joyful song for holiday trips near the beach.,0,0,0,0,0,0,0,0,1,0
856,50.381268,-16.460203,HipHop,"Hip-hop music with Male lead and backing vocals, synth bass, programmed drums, and synth sound effects that triggers parts of the brain responsible for emotion, language, motivation.",0,0,0,0,1,0,0,0,0,0
857,49.84882,9.140919,Pop,"Electronic music with orchestral layering, drums, synth and programmed bass played in the background. Male rap vocals has a mood for agony.",0,0,1,0,0,0,0,0,0,0
858,0.2598849,14.078903,Disco,"Electronic music with male vocals, catchy synth lines, drum ,bass and background vocals. Perfect music for partying and chilling.",0,0,0,1,0,0,0,0,0,0
859,4.765535,35.47863,Disco,Dance music with lead male vocals singing in an unknown language. It feels like dance music from middle east.,0,0,0,1,0,0,0,0,0,0
860,-62.524117,-9.291648,Rock,"Progressive rock music with grunge lead male vocal, distorted guitar, bass, and punchy drums. Feels like Pantera and is also great for headbanging.",1,0,0,0,0,0,0,0,0,0
861,13.902867,-26.15592,Pop,"Hip-hop male vocals with the bass, drums, and synth. Has a sound like Daddy Yankee and good music for chilling.",0,0,1,0,0,0,0,0,0,0
862,-37.20391,-8.674993,Country,"Old school rock ballad with lead male vocals ,distorted guitars, drums and bass. The music has a sense of longing and feels like music of Aerosmith.",0,0,0,0,0,0,0,0,0,1
863,35.908646,11.376091,HipHop,"Very energetic lead rap male vocals with drum,bass and synth. This hip hop music is ideal for pubs to dance along.",0,0,0,0,1,0,0,0,0,0
864,-57.2206,4.2620955,Rock,"Classic rock music with vocals, bass, punchy drums, and a cool distorted guitar. The guitar riff and drums are locking together like Led Zeppelin and setting the track on fire.",1,0,0,0,0,0,0,0,0,0
865,-11.6703615,21.186996,Disco,"Dominating male vocals with synth tones, bass and drums . It feels like old school radio music like Ventures.",0,0,0,1,0,0,0,0,0,0
866,-26.944519,-30.290339,Reggae,Melodious male vocal is setting the track to jive along. Tight drum and bass groove and catchy synth lines give the edge to the track.,0,0,0,0,0,0,0,0,1,0
867,52.795437,11.760628,HipHop,Trap music with lead male vocals and electronic bass and laidback drums with cool synth tones. Great for partying.,0,0,0,0,1,0,0,0,0,0
868,54.147232,-15.420893,Reggae,"Rap male vocals in an unknown language. The track comprises of muddy bass,drums,percussions.",0,0,0,0,0,0,0,0,1,0
869,20.944382,-12.797291,Pop,"A pop song with lead male vocals, groovy drums, bass, and cool synth tones. Sounds like Justin Beiber and is great for parties.",0,0,1,0,0,0,0,0,0,0
870,-65.92551,-3.4590008,Rock,"Progressive rock music with lead Vocals, tight Bass, punchy Drums, and Fuzzy distorted Guitar riffs that give an angry and aggressive feeling.",1,0,0,0,0,0,0,0,0,0
871,-30.56785,22.09163,Country,"Pop music with a soothing male vocal, bass ,drum, bass , guitar and  pad played  in the background. The lyrics is very introspective by nature and feels like Jason Mraz.",0,0,0,0,0,0,0,0,0,1
872,16.350206,-35.94473,Pop,"Beatles type of rock music with male vocals, bass, keyboard, and drums is being played in the background. The volume starts to drop and a female speaker starts speaking.",0,0,1,0,0,0,0,0,0,0
873,53.443867,17.093172,Pop,"Haunting rap male vocals with sub bass, drums and synth playing in the background. The lyrics is in an unknown language.",0,0,1,0,0,0,0,0,0,0
874,-45.030155,-18.473997,Country,"Rock music with male lead vocals, bass, crunchy guitar riffs, and guitar solos layered in the background with tight drums that feels uninhibited, spontaneous, and fun.",0,0,0,0,0,0,0,0,0,1
875,-19.38684,-22.670511,Pop,"A soulful RnB kind of music that has soulful male lead Vocals and female backing vocals accompanied by Piano, Bass that has a calming effect and is very soothing to the ears.",0,0,1,0,0,0,0,0,0,0
876,3.4818203,39.264328,Disco,"Dance music with dominating lead male and background vocals. The music feels like the music from middle east and has percussions, drums, bass and synth played in the background.",0,0,0,1,0,0,0,0,0,0
877,46.84155,11.972154,HipHop,Hip hop male vocals with subby bass lines and synth playing in the background. The music has a deep haunting track played along with the rap.,0,0,0,0,1,0,0,0,0,0
878,7.229318,19.532701,Disco,"Electronic dance music with groovy bass and electronic drums and layers of synth effects, that lifts your spirits with energetic and rhythmic tunes.",0,0,0,1,0,0,0,0,0,0
879,-20.27455,-11.5774355,Pop,Soulful pop music with female lead vocals in a foreign language with bass and drums and delightful layers of synth with subtle effects creating a joyful environment.,0,0,1,0,0,0,0,0,0,0
880,31.772577,-9.1443815,HipHop,"Hip-hop music with lead male rap vocals, backing vocals and electronic drums, claps, with sub-bass lines and synth playing in the background. The music is groovy and energetic.",0,0,0,0,1,0,0,0,0,0
881,-30.541405,7.5802503,Reggae,"Soft rock music with a pleasant lead male vocal, electric guitar, and drums. The song has a Jeff Lynn kind of feeling which makes you wanna relax.",0,0,0,0,0,0,0,0,1,0
882,27.712912,-28.418917,Reggae,"Very old school  music with subby bass, lead male vocals, drums and bass. The music is ideal for chilling and vibing .",0,0,0,0,0,0,0,0,1,0
883,-28.492933,-19.237236,Reggae,"A soft pop song with lead male vocals, bass, guitar, ambient synth tones, and punchy drums. Sets a pleasant mood.",0,0,0,0,0,0,0,0,1,0
884,-6.302118,-5.361475,Pop,"Soft rock music with lead male vocals, acoustic guitar, bass, drums, and shakers. Has a very bright and happy sound.",0,0,1,0,0,0,0,0,0,0
885,39.009518,8.983798,Reggae,"Hip-hop music with Male lead and backing vocals, synth bass, programmed drums, and synth that gives most personal feelings and thoughts.",0,0,0,0,0,0,0,0,1,0
886,30.612213,13.146155,Reggae,"Hip hop male vocals with sub bass line, drum and synth .  Good music for chill .",0,0,0,0,0,0,0,0,1,0
887,-24.34801,11.285201,Pop,"The music sounds like soft Spanish music with male lead vocals, rhythm guitar, piano, and soft drums which gives a pleasant, happy feeling.",0,0,1,0,0,0,0,0,0,0
888,31.804245,-5.354561,HipHop,"Electronic sound with male lead vocals, synth bass, and programmed drums. The music has a Trap kind of feel like Lil Pump.",0,0,0,0,1,0,0,0,0,0
889,51.298096,-12.055693,HipHop,"Fun rap song with chill male vocals, turntable scratch, and an overall laid-back feel.",0,0,0,0,1,0,0,0,0,0
890,20.828163,-0.8239415,Pop,Pop music in an unknown language with hip hop beats and female vocals . The music feels very funny.,0,0,1,0,0,0,0,0,0,0
891,-29.33604,-15.066046,Reggae,Very relaxing music with a sense of pain and is lyrical. The male vocals has a pathos in it.,0,0,0,0,0,0,0,0,1,0
892,28.928366,15.98908,Reggae,"EDM music with trap beats, energetic rap male vocals and subby bass line. Ideal for lounge and chill.",0,0,0,0,0,0,0,0,1,0
893,-24.5893,13.10145,Country,A traditional Latin song with romantic female vocals.,0,0,0,0,0,0,0,0,0,1
894,-52.638165,10.83289,Pop,"Melancholic song with a male vocals, guitars  and a syncopated groove. The song has a feeling of journey.",0,0,1,0,0,0,0,0,0,0
895,-45.489933,7.221833,Rock,"Lyrical rock ballad track with mellow guitars, passionate male vocals, and harmonies, feels like Aerosmith.",1,0,0,0,0,0,0,0,0,0
896,3.8445709,-5.979055,Pop,"Upbeat rap song with thumping bass and female vocals, great for dancing.",0,0,1,0,0,0,0,0,0,0
897,10.9411745,37.954247,HipHop,"Hip-hop track with multiple layers of vocals, electronic synth and drums, for house parties.",0,0,0,0,1,0,0,0,0,0
898,-10.109444,-30.28377,Pop,"Orchestral music with string section, flute, big drums and various instruments. Gives a very calming effect.",0,0,1,0,0,0,0,0,0,0
899,14.635149,25.026047,Reggae,Lively hip-hop track with fun synth EDM layers and vivacious female rapping. Perfect for street dancing.,0,0,0,0,0,0,0,0,1,0
900,-63.550068,-8.134705,Rock,"Heavy metal track with extreme male growling, dramatic drum beats and heavy guitar riffs. Perfect for starting a mosh-pit",1,0,0,0,0,0,0,0,0,0
901,-10.08834,-11.704453,Pop,"An alternative Pop song with mellow male vocals, synth layers and groovy drums. Great for lounge.",0,0,1,0,0,0,0,0,0,0
902,-73.70026,-13.165821,Metal,"Death metal track with extreme growling, distorted guitar riffs and power drumming which overall gives a gothic feeling.",0,1,0,0,0,0,0,0,0,0
903,58.882133,-17.444962,Reggae,"Upbeat rap track, with synthetic bass lines and mood lifting groovy beat.",0,0,0,0,0,0,0,0,1,0
904,-29.364408,-8.41988,Pop,A power pop tune with high-pitched female vocals and electric guitar that has a rebellious feel.,0,0,1,0,0,0,0,0,0,0
905,41.39781,7.132422,Pop,"Upbeat hip-hop backing track, with synth bass lines and strong male rapping. Gives an energetic vibe.",0,0,1,0,0,0,0,0,0,0
906,17.82724,-13.476483,Pop,"Pop song with distorted bass, haunting sound effect with electronic drum beats and sensational male vocals.",0,0,1,0,0,0,0,0,0,0
907,3.5562944,-6.9098134,Pop,Sensual pop music with female vocals and layers of synth sound effects. Appropriate for disco parties.,0,0,1,0,0,0,0,0,0,0
908,4.098895,-3.0428805,Disco,"A pop dance song with modulated female vocals, electronic sounds and synth layers.",0,0,0,1,0,0,0,0,0,0
909,5.244691,6.9688406,Pop,"Power booster Pop track with female and male vocals, synth and electronic beats.",0,0,1,0,0,0,0,0,0,0
910,-0.8203041,21.322094,Disco,"Dance music with brazilian style groove with male vocals, drums, percussions and is ideal for dancing along.",0,0,0,1,0,0,0,0,0,0
911,-22.616737,-2.8102849,Country,"Melodic pop song with fresh vocals, chimes, bass and drums setting a happy mood.",0,0,0,0,0,0,0,0,0,1
912,3.3559482,-10.977433,Pop,"Lounge pop track with a laid-back feel, turntable scratches and female vocal.",0,0,1,0,0,0,0,0,0,0
913,54.887623,5.9844456,Pop,"Hip-hop music with male rap in a foreign language, drop-down bass and synth layers. Has great enthusiasm and energy.",0,0,1,0,0,0,0,0,0,0
914,55.89833,15.047815,Pop,"Rap song with strong male vocal, heavy electronic bass and drums. Has a dark mood.",0,0,1,0,0,0,0,0,0,0
915,-27.951418,-30.016876,Reggae,"Upbeat pop song with male vocals, synth lines. Has a lounge mood.",0,0,0,0,0,0,0,0,1,0
916,29.651903,12.950814,Reggae,"Energetic Hip-hop rap song with male vocal layers, synth and bells. Heavy beats for street dancing.",0,0,0,0,0,0,0,0,1,0
917,50.844784,-17.873508,HipHop,"Stress relieving hip hop track with female vocals, electric piano, synth bass and r n b style groove.",0,0,0,0,1,0,0,0,0,0
918,-35.87466,3.8152735,Country,Rock music in a foreign language with male vocal. A passionate melody track with layers of synth.,0,0,0,0,0,0,0,0,0,1
919,-27.105272,-16.18343,Pop,"A lyrical pop song with soothing music that has male vocals with piano, colourful guitar. Nice for listening on the summertime.",0,0,1,0,0,0,0,0,0,0
920,34.15015,-17.778141,HipHop,"Energetic freestyle rap track with male vocal, synth bass and sound effects.",0,0,0,0,1,0,0,0,0,0
921,2.3473854,-29.920753,Pop,"Laid back electronic Pop track with delayed rhythm, synth bass and female vocals, has a trance mood.",0,0,1,0,0,0,0,0,0,0
922,14.521179,-14.652293,Pop,"Hip-hop track with multiple layers of vocals, electronic synth, bass and drums. Great for jiving around.",0,0,1,0,0,0,0,0,0,0
923,-59.87914,7.0378704,Rock,"Rock track with male vocals, electric guitars, and drums. Has an energetic style groove.",1,0,0,0,0,0,0,0,0,0
924,40.109253,35.229126,Reggae,"Hip-hop track with male vocal, heavy electronic bass, drums, synth lines. Great for freestyle dancing.",0,0,0,0,0,0,0,0,1,0
925,57.815434,-10.182578,HipHop,"Hip-hop music with lead and backing vocals, Synth and electronic drums. Great for dance parties.",0,0,0,0,1,0,0,0,0,0
926,-39.551285,3.4256473,Country,"Pop song with sensual male vocals, ambient guitar layers, overall sounds very lyrical and melancholic.",0,0,0,0,0,0,0,0,0,1
927,45.733517,7.203089,Pop,Hip-hop track with electronic beats and male vocals creating an energetic vibe.,0,0,1,0,0,0,0,0,0,0
928,-61.91022,-10.743033,Rock,"Metal track with strong male vocals, guitar riffs,  power drumming. Enhancing dissolution.",1,0,0,0,0,0,0,0,0,0
929,-62.648846,-7.248881,Metal,"Hard Rock music with male vocals, tight drums and bass lines with distorted guitar riffs. Gives the energetic vibe of the crowd having a blast.",0,1,0,0,0,0,0,0,0,0
930,-34.957047,-33.115635,Rock,"Energetic Rock track with male vocals, catchy electric guitar solo , heavy drum beats, bass and acoustic guitar playing in the background.",1,0,0,0,0,0,0,0,0,0
931,-4.2672963,-19.916056,Reggae,Upbeat funk track with male vocals and chorus accompanied by groovy bass and guitar rhythm. Has a swing-dance vibe.,0,0,0,0,0,0,0,0,1,0
932,34.11314,-17.150246,Reggae,Fast-paced hip-hop song with dramatic bass drops along with zesty male rapping.,0,0,0,0,0,0,0,0,1,0
933,44.41937,-19.95184,HipHop,Rap track with male vocals with synth bass and drums. Gives an inspiring feeling.,0,0,0,0,1,0,0,0,0,0
934,41.259075,3.9280932,Disco,Hip-hop track having layered and repetitive vocals with powerful beats and synth bass lines.,0,0,0,1,0,0,0,0,0,0
935,-4.733317,6.0549006,Pop,Groovy pop song with sensual female vocals and foot-tapping beats.,0,0,1,0,0,0,0,0,0,0
936,0.14056744,33.948635,Pop,"Melodic pop track with female lead and backing vocals, synth and percussions which gives a fresh feeling.",0,0,1,0,0,0,0,0,0,0
937,-36.264057,-1.242815,Reggae,Alternative track with male vocals and synth lines ideal for grooving along.,0,0,0,0,0,0,0,0,1,0
938,32.03925,-17.53069,HipHop,Hip hop track with percussive sounds and chorus male vocals.,0,0,0,0,1,0,0,0,0,0
939,54.976715,19.975128,HipHop,"Upbeat hip hop male rap with electronic bass drops, creating an overall groovy ambience.",0,0,0,0,1,0,0,0,0,0
940,-19.767683,17.752266,Pop,Bengali r n b music with male vocals and has a feeling of longing and separation.,0,0,1,0,0,0,0,0,0,0
941,56.824997,-0.27370605,Pop,"Hip-hop track in French featuring bells, heavy synth layers, and powerful man rapping, has an unsettling vibe.",0,0,1,0,0,0,0,0,0,0
942,34.391884,13.671684,Disco,Energetic rap music with engaging male vocal with synth bass and drums. Great for partying.,0,0,0,1,0,0,0,0,0,0
943,-66.6513,-6.6266093,Rock,"Energetic hard rock track featuring male vocals, distorted guitar riffs and bass lines in a foreign language.",1,0,0,0,0,0,0,0,0,0
944,-27.96302,-3.1369724,Country,"Rock music with energetic female vocals, electric guitar, bass and punchy drums.",0,0,0,0,0,0,0,0,0,1
945,-10.173009,20.167988,Disco,High-spirited dance track with electronic dance music and multiple synth layers.,0,0,0,1,0,0,0,0,0,0
946,4.4639125,-21.390085,Disco,"A pop song with male vocals, drums and percussion and synth. Has a cheerful vibe.",0,0,0,1,0,0,0,0,0,0
947,13.467851,-25.027794,Reggae,"Alternative hard rock track with powerful male vocals, guitar riffs and punchy bass grooves creating an energetic vibe.",0,0,0,0,0,0,0,0,1,0
948,-40.66832,-4.848343,Country,"Rock song with heavy drums and distorted guitar elements and powerful male vocals, great for headbanging.",0,0,0,0,0,0,0,0,0,1
949,3.2473013,-3.5140874,Pop,"Party music with joyful female vocals, synth and drums.",0,0,1,0,0,0,0,0,0,0
950,-64.60062,-2.6920097,Rock,"Hard Rock music with chorus male vocals, punchy drums and bass with heavy guitar riffs. Appropriate for head-banging.",1,0,0,0,0,0,0,0,0,0
951,-8.683953,23.861948,Pop,Lively pop song in a foreign language with male vocals and groovy percussions. Has a joyful vibe.,0,0,1,0,0,0,0,0,0,0
952,-37.62519,13.417433,Reggae,"Mood lifting  Alternative Rock track with male vocals, distorted guitar in the background.",0,0,0,0,0,0,0,0,1,0
953,-32.900684,0.36747244,Country,"A pop song with male and female vocals with slightly overdriven guitar, bass and drums. Perfect for lounge.",0,0,0,0,0,0,0,0,0,1
954,-7.131535,-19.566267,Pop,Pop song with sensual female vocals with layers of synth and electronic drum beats. Great for partying.,0,0,1,0,0,0,0,0,0,0
955,0.42644837,-11.4163065,Pop,Lo-fi music with reverberating  chilled female vocals and has a lounge feel.,0,0,1,0,0,0,0,0,0,0
956,6.4131584,35.612865,Disco,Beach music with  high energy male vocals and percussions.,0,0,0,1,0,0,0,0,0,0
957,-43.443554,-5.0074944,Pop,"Pop Rock song with sharp male vocal, synth, tight bass and drums. Has a melancholic vibe.",0,0,1,0,0,0,0,0,0,0
958,41.516075,18.979965,Pop,Street dancing free style music with a groovy beat and male rap vocals.,0,0,1,0,0,0,0,0,0,0
959,-67.56514,-18.794643,Metal,"Heavy metal track with growling male vocals, distorted guitar riffs and power drums, great for crowd surfing.",0,1,0,0,0,0,0,0,0,0
960,-48.524082,-5.888799,Rock,"Alternative rock track with female vocals, overdriven guitar solos and tight drums. Gives a bright and happy feeling.",1,0,0,0,0,0,0,0,0,0
961,-42.089893,-18.129318,Rock,"Rock song with dynamic guitar riffs, heavy drum rolls and male vocals in a foreign language. Great track for a crowd to head-bang.",1,0,0,0,0,0,0,0,0,0
962,-11.309538,33.736347,Reggae,"Country reggae folk song with male vocal, congo beats with bass lining. Has a celebratory vibe.",0,0,0,0,0,0,0,0,1,0
963,-10.571967,-0.94471896,Reggae,"Dance pop high energy music with both male and female vocals. The track consists of synth lines, drums and bass.",0,0,0,0,0,0,0,0,1,0
964,48.61866,12.683669,HipHop,"Hip-hop track with male vocals, electronic bass and drum beats. Great for jiving around.",0,0,0,0,1,0,0,0,0,0
965,-8.661663,-3.7444825,Pop,"Foot tapping pop rock  with male vocals, guitar and an impactful drop.",0,0,1,0,0,0,0,0,0,0
966,-7.3418894,14.799147,Pop,"Foreign language Party Pop track with female vocals, layers of synth effects.",0,0,1,0,0,0,0,0,0,0
967,1.5349827,35.286293,Reggae,"Traditional pop music with synth, percussion and various other instruments. Has a festive dance feeling.",0,0,0,0,0,0,0,0,1,0
968,-10.416961,4.397545,Pop,"Joyful pop track with female vocals, horns and has a feel good factor.",0,0,1,0,0,0,0,0,0,0
969,-32.091225,-1.4194821,Pop,"Country rock music with male vocals, acoustic guitar and drums. Has a chilled-out mood.",0,0,1,0,0,0,0,0,0,0
970,37.42491,-0.081625186,HipHop,Rebellious hip-hop track with electronic music and impactful male vocals. Sounds and feels like Daddy Yankee.,0,0,0,0,1,0,0,0,0,0
971,-19.699942,-6.686501,Reggae,Chill hip hop track with robotic female vocal and synth bass line.,0,0,0,0,0,0,0,0,1,0
972,-31.585827,-21.342009,Pop,Emotional pop ballad featuring husky male vocals. The song evokes a sense of longingness.,0,0,1,0,0,0,0,0,0,0
973,24.74861,8.541414,Reggae,"Hip hop blend pop track in a foreign language with male vocals, synth and bass lines. Great for swinging along with the beats.",0,0,0,0,0,0,0,0,1,0
974,2.104282,-30.434486,Pop,"Modern pop song with larger than life lushy female vocals, drums, bass and pad.",0,0,1,0,0,0,0,0,0,0
975,61.52259,10.457438,Reggae,"Upbeat Hip-hop music with male rap, backing electric guitar driving and synth layers. Has a great enthusiasm and energy.",0,0,0,0,0,0,0,0,1,0
976,38.137516,-7.848229,HipHop,"Dark trap music with rap male vocals, drums and synth.",0,0,0,0,1,0,0,0,0,0
977,3.137764,35.429047,Reggae,An uptempo Pop track with solo and backing male vocals and synth layers. Makes the mood happy and relaxed.,0,0,0,0,0,0,0,0,1,0
978,41.441315,-0.097593784,HipHop,"Hip hop track with male vocals, electronic music, bass grooves and high bpm drums beats.",0,0,0,0,1,0,0,0,0,0
979,-2.521111,-15.658751,Reggae,"Funky pop number featuring male vocals, electronic synth, electric guitar and a strong bass line. Great for nightclubs.",0,0,0,0,0,0,0,0,1,0
980,14.502788,23.450674,Reggae,The track has female and male vocals with groovy percussions with is good for festivals.,0,0,0,0,0,0,0,0,1,0
981,16.18812,-24.65587,HipHop,"Melodic orchestration with synth, percussions and male vocals. Ideal for movie back ground scores.",0,0,0,0,1,0,0,0,0,0
982,-75.14256,-13.911967,Metal,"Instrumental music with progressive drums, bass and a unique stylistic electric guitar solo that creates a rich sound.",0,1,0,0,0,0,0,0,0,0
983,2.122514,12.351858,Pop,Electronic dance music with dope bass drops. A perfect dance party song.,0,0,1,0,0,0,0,0,0,0
984,-56.564465,3.7789922,Rock,"Hard rock track with heavy drums and distorted guitar riffs and powerful male vocals, great for headbanging.",1,0,0,0,0,0,0,0,0,0
985,5.1690335,33.088985,Reggae,"Upbeat hip-hop backing track, with synthetic bass lines and strong male vocals. Great for partying.",0,0,0,0,0,0,0,0,1,0
986,-13.916254,-17.834835,Pop,Euphonious music with warm male vocals and vocal harmonies.,0,0,1,0,0,0,0,0,0,0
987,-8.105655,8.529989,Pop,"Synth-pop music featuring vocal layering, drum beats and bass is best to enhance party mood.",0,0,1,0,0,0,0,0,0,0
988,0.31664354,17.211056,Disco,Uplifting lounge party track with stimulating saxophone licks and electronic beats.,0,0,0,1,0,0,0,0,0,0
989,-6.9651155,-12.624289,Pop,Relaxing pop song with sweet male vocals over synth arpeggios.,0,0,1,0,0,0,0,0,0,0
990,-39.18444,-8.97585,Country,"Rhythmic pop track with female vocals, guitars, synth and drums. Perfect for grooving along.",0,0,0,0,0,0,0,0,0,1
991,11.045986,46.31146,Pop,Pop song with modulated vocals and synth. Gives a party mood.,0,0,1,0,0,0,0,0,0,0
992,34.38622,-22.36253,HipHop,"Shrilled female voice, rap male vocals, drum and bass. Electronic music with a chill vibe.",0,0,0,0,1,0,0,0,0,0
993,-45.161243,-20.063559,Rock,"Zestful Rock track with male processed backing vocals, distorted electric guitar riffs, bass and drums.",1,0,0,0,0,0,0,0,0,0
994,-58.80233,-4.031192,Rock,"Metal song with intense drumming, guitar variations and male power vocals having live concert feels.",1,0,0,0,0,0,0,0,0,0
995,-59.68962,-13.761739,Rock,"Russian Alternative/Nu-metal track with grungy vocals, distorted guitar and power drums that make the song aggressive.",1,0,0,0,0,0,0,0,0,0
996,33.328674,-14.323671,Reggae,"Chill hip hop lounge feel music with rap male vocals, guitars, drum and bass.",0,0,0,0,0,0,0,0,1,0
997,-4.186458,20.891212,Disco,"Upbeat track with electronic music, bass drops and male vocals in a groovy rhythm.",0,0,0,1,0,0,0,0,0,0
998,-60.019302,-13.063742,Rock,"Hard rock song with heavy drums and guitar elements and powerful vocals, great for headbanging.",1,0,0,0,0,0,0,0,0,0
999,13.795817,-21.479507,Pop,EDM track with synth pad layers that enhances the moods for parties.,0,0,1,0,0,0,0,0,0,0
1000,-65.48039,-17.271862,Rock,"Metal track with multiple male vocals, extremely distorted guitar riffs and powerful drums which gives high energy.",1,0,0,0,0,0,0,0,0,0
1001,15.545028,25.85825,HipHop,A high tempo rap with upbeat electronic dance music for a groovy vibe.,0,0,0,0,1,0,0,0,0,0
1002,8.838548,-11.755273,HipHop,"Chill pop song with synth layers, stacked female lead voices and drums.",0,0,0,0,1,0,0,0,0,0
1003,38.390614,12.855254,HipHop,Power rap song with groovy trap music. The song has filled in energy and beats.,0,0,0,0,1,0,0,0,0,0
1004,-60.071262,-11.235403,Metal,"Hardcore rock track with male vocals, a powerful guitar solo, solid drum beats. Great for pogoing.",0,1,0,0,0,0,0,0,0,0
1005,32.162735,-16.74981,HipHop,"Hip-hop rap track with powerful male vocals, heavy bass drops and other synthetic elements. Great for Break dancing.",0,0,0,0,1,0,0,0,0,0
1006,-40.68656,-6.2015567,Country,"Rock song with male vocal, intimating guitar arpeggio, drums and bass. Gives a very wholehearted feeling.",0,0,0,0,0,0,0,0,0,1
1007,27.364885,22.279198,Reggae,"Chill lounge pop music with mellow male vocals, drums, synth and wah guitar sounds.",0,0,0,0,0,0,0,0,1,0
1008,56.429996,4.557617,Reggae,"Carefree hip-hop track with ambient synth accompaniment, and a featured male rapper.",0,0,0,0,0,0,0,0,1,0
1009,60.50511,-16.207767,Reggae,Male rap vocals with a defining synth line and a groovy bass. Great for house parties.,0,0,0,0,0,0,0,0,1,0
1010,-6.597238,39.653015,Reggae,Traditional reggae with interesting male vocal and Afro percussions. Sounds like Bob Marley.,0,0,0,0,0,0,0,0,1,0
1011,3.1365511,5.6424003,Disco,"Pop song with high energy music and female vocals. The track consists of synth lines, drums and electronic beats.",0,0,0,1,0,0,0,0,0,0
1012,10.31058,-14.260978,HipHop,"EDM party track with a high-energy synth pad and autotuned, accented female vocals.",0,0,0,0,1,0,0,0,0,0
